donor_id,date,volunteer_ids,recipient_ids,part_food_types,part_weights,transport,scale
3,8/23/2012,59,14,Produce,32,Bike,
4,8/23/2012,32,10,Produce,50,,
6,8/23/2012,65,7,Produce,65,Bike,
36,8/23/2012,65,41,Produce,60,Bike,
1,8/23/2012,58,10,Produce,250,Bike,
1,8/23/2012,58,10,Baked Goods,30,Bike,
6,8/23/2012,25,,Produce,75,Bike,
6,8/24/2012,68,10,Baked Goods,10,,
25,8/24/2012,32,22,Baked Goods,10,Bike,
4,8/24/2012,19,20,Produce,10,,
19,8/24/2012,20,28,Frozen Prepared Food,0,,
1,8/24/2012,25,,Baked Goods,35,Bike,
2,8/24/2012,21,8,Produce,160,Bike,
1,8/24/2012,62,20,Produce,230,Bike,
3,8/24/2012,31,14,Produce,53,Bike,
27,8/24/2012,27,26,Baked Goods,30,Bike,
24,8/24/2012,32,22,Fresh Prepared Food,15,Bike,
6,8/24/2012,68,10,Produce,180,,
6,8/25/2012,32,30,Produce,230,,
6,8/25/2012,36,26,Produce,120,Bike,
1,8/25/2012,31,26,Produce,80,Bike,
1,8/25/2012,31,26,Baked Goods,20,Bike,
3,8/25/2012,31,,Produce,60,Bike,
33,8/25/2012,32,,Produce,300,,
25,8/25/2012,32,29,Baked Goods,10,Bike,
55,8/25/2012,32,15,Produce,50,,
6,8/25/2012,32,30,Baked Goods,0,,
2,8/25/2012,30,29,Produce,0,,
6,8/25/2012,69,28,Baked Goods,0,,
4,8/25/2012,29,22,Produce,70,Bike,
1,8/25/2012,86,,Produce,12,,
24,8/25/2012,69,28,Fresh Prepared Food,0,,
6,8/25/2012,69,28,Produce,0,,
1,8/26/2012,32,8,Baked Goods,25,,
2,8/26/2012,7,5,Produce,150,Car,
1,8/26/2012,32,8,Produce,450,,
4,8/26/2012,14,,Produce,0,Bike,
6,8/26/2012,4,5,Produce,130,Car,
6,8/26/2012,4,5,Baked Goods,40,Car,
3,8/26/2012,52,9,Produce,156,Bike,
25,8/27/2012,40,,Baked Goods,18.8,Bike,
4,8/27/2012,30,11,Produce,110,Bike,
6,8/27/2012,3,7,Produce,70,Bike,
24,8/27/2012,40,,Fresh Prepared Food,37,Bike,
2,8/27/2012,38,15,Produce,50,Bike,
6,8/27/2012,3,7,Baked Goods,10,Bike,
6,8/27/2012,62,20,Produce,105,Bike,
6,8/27/2012,62,20,Baked Goods,0,Bike,
1,8/27/2012,39,12,Baked Goods,15,Bike,
1,8/27/2012,39,12,Produce,80,,
3,8/27/2012,41,14,Produce,18,Bike,
4,8/28/2012,40,5,Produce,170,Bike,
6,8/28/2012,46,15,Produce,175,Car,
6,8/28/2012,26,,Baked Goods,0,,
6,8/28/2012,26,,Produce,0,,
6,8/28/2012,46,15,Baked Goods,75,Car,
1,8/28/2012,42,18,Baked Goods,20,Bike,
2,8/28/2012,86,35,Produce,12,Bike,
1,8/28/2012,42,18,Produce,200,Bike,
3,8/28/2012,89,14,Produce,0,,
3,8/29/2012,52,14,Produce,150,Bike,
1,8/29/2012,39,7,Baked Goods,20,Bike,
24,8/29/2012,53,39,Fresh Prepared Food,3,Bike,
6,8/29/2012,55,,Produce,0,,
2,8/29/2012,13,38,Produce,100,Bike,
6,8/29/2012,54,10,Baked Goods,25,Bike,
33,8/29/2012,,58,Produce,25,Bike,
25,8/29/2012,53,39,Baked Goods,3,Bike,
4,8/29/2012,31,37,Produce,65,Bike,
6,8/29/2012,55,,Baked Goods,0,,
6,8/29/2012,54,10,Produce,100,Bike,
33,8/29/2012,,58,Produce,0,,
1,8/29/2012,39,7,Produce,130,Bike,
3,8/30/2012,81,42,Produce,10,Bike,
43,8/30/2012,48,44,Frozen Prepared Food,30,,
1,8/30/2012,58,10,Produce,150,Bike,
1,8/30/2012,58,10,Baked Goods,20,Bike,
36,8/30/2012,98,41,Produce,80,Bike,
6,8/30/2012,21,15,Produce,120,Bike,
2,8/30/2012,57,38,Produce,70,Bike,
6,8/30/2012,2,7,Fresh Prepared Food,110,,
6,8/30/2012,2,7,Baked Goods,0,,
6,8/30/2012,25,,Produce,100,Bike,
27,8/30/2012,24,18,Baked Goods,25,Bike,
4,8/30/2012,32,10,Produce,50,,
6,8/30/2012,68,14,Produce,450,Car,
6,8/31/2012,116,10,Baked Goods,0,,
2,8/31/2012,65,8,Produce,70,Bike,
3,8/31/2012,31,14,Produce,3,Bike,
1,8/31/2012,120,20,Produce,35,Bike,
4,8/31/2012,120,20,Produce,25,Bike,
6,8/31/2012,116,10,Produce,160,Bike,
27,8/31/2012,27,26,Baked Goods,30,Bike,
25,8/31/2012,81,22,Baked Goods,5,Bike,
24,8/31/2012,81,22,Fresh Prepared Food,5,Bike,
1,8/31/2012,25,,Baked Goods,15,,
19,8/31/2012,20,28,Frozen Prepared Food,0,,
25,9/1/2012,62,29,Baked Goods,7,Car,
33,9/1/2012,65,,Produce,30,Bike,
6,9/1/2012,21,30,Baked Goods,0,Bike,
24,9/1/2012,62,28,Fresh Prepared Food,0,,
4,9/1/2012,29,22,Produce,230,Bike,
1,9/1/2012,65,26,Baked Goods,25,Bike,
1,9/1/2012,65,26,Produce,165,Bike,
6,9/1/2012,31,26,Produce,140,Bike,
33,9/1/2012,68,,Produce,65,,
6,9/1/2012,62,28,Produce,60,Car,
1,9/1/2012,86,,Produce,0,,
2,9/1/2012,13,29,Produce,110,Bike,
33,9/1/2012,67,,Produce,80,Bike,
6,9/1/2012,21,30,Produce,170,Bike,
3,9/1/2012,31,,Produce,60,Bike,
6,9/1/2012,62,28,Baked Goods,50,Car,
55,9/1/2012,81,15,Produce,70,Bike,
6,9/2/2012,4,18,Produce,150,Car,
1,9/2/2012,13,8,Baked Goods,18,Bike,
4,9/2/2012,14,,Produce,180,Bike,
6,9/2/2012,4,,Produce,150,Car,
3,9/2/2012,52,9,Produce,87,Bike,
6,9/2/2012,4,,Baked Goods,0,Car,
2,9/2/2012,7,,Produce,60,Car,
1,9/2/2012,13,8,Produce,270,Bike,
4,9/3/2012,121,41,Produce,330,Bike,
2,9/3/2012,38,38,Produce,43,Bike,
3,9/3/2012,41,14,Produce,66.4,Bike,
6,9/3/2012,71,20,Produce,0,,
6,9/3/2012,71,20,Baked Goods,0,,
6,9/3/2012,3,7,Produce,0,,
6,9/3/2012,3,7,Baked Goods,0,,
1,9/3/2012,39,,Baked Goods,0,,
24,9/3/2012,40,,Fresh Prepared Food,0,,
,9/3/2012,40,,Produce,25,,
25,9/3/2012,40,,Baked Goods,0,,
1,9/3/2012,39,,Produce,140,,
1,9/4/2012,,18,Baked Goods,0,,
6,9/4/2012,99,,Baked Goods,20,Bike,
6,9/4/2012,46,15,Produce,60,Bike,
4,9/4/2012,121,5,Produce,40,,
6,9/4/2012,46,15,Baked Goods,20,Bike,
6,9/4/2012,99,,Produce,90,Bike,
3,9/4/2012,89,14,Produce,0,,
1,9/4/2012,,18,Produce,0,,
2,9/4/2012,86,35,Produce,2,,
2,9/5/2012,39,38,Produce,100,,
,9/5/2012,53,39,Produce,12,Bike,
1,9/5/2012,39,7,Produce,200,,
6,9/5/2012,54,10,Produce,0,,
33,9/5/2012,,58,Produce,80,Bike,
3,9/5/2012,52,14,Produce,0,,
6,9/5/2012,55,,Produce,0,,
25,9/5/2012,53,39,Baked Goods,8,Bike,
6,9/5/2012,55,,Baked Goods,0,,
4,9/5/2012,31,37,Produce,17,Bike,
24,9/5/2012,53,39,Fresh Prepared Food,6,,
1,9/5/2012,39,7,Baked Goods,30,,
6,9/5/2012,54,10,Baked Goods,35,Bike,
6,9/6/2012,2,7,Produce,65,,
1,9/6/2012,58,10,Produce,250,Bike,
6,9/6/2012,25,,Produce,0,Bike,
1,9/6/2012,58,10,Baked Goods,40,Bike,
43,9/6/2012,48,44,Frozen Prepared Food,40,,
2,9/6/2012,57,38,Produce,25,Bike,
4,9/6/2012,32,10,Produce,60,,
36,9/6/2012,65,41,Produce,80,Bike,
27,9/6/2012,24,18,Baked Goods,50,Bike,
3,9/6/2012,59,42,Produce,125,Bike,
6,9/6/2012,2,7,Baked Goods,0,,
6,9/7/2012,81,10,Produce,0,Bike,
2,9/7/2012,21,8,Produce,70,Bike,
6,9/7/2012,65,,Produce,0,,
1,9/7/2012,25,,Baked Goods,40,Bike,
3,9/7/2012,31,14,Produce,55.4,Bike,
25,9/7/2012,32,22,Baked Goods,0,,
24,9/7/2012,32,22,Fresh Prepared Food,0,,
1,9/7/2012,19,20,Produce,80,Bike,
4,9/7/2012,19,20,Produce,15,Bike,
6,9/7/2012,81,10,Baked Goods,50,Bike,
27,9/7/2012,27,26,Baked Goods,25,Bike,
6,9/8/2012,31,26,Produce,140,Bike,
1,9/8/2012,28,26,Produce,90,Bike,
1,9/8/2012,28,26,Baked Goods,15,Bike,
55,9/8/2012,81,15,Produce,80,Bike,
2,9/8/2012,65,29,Produce,80,Bike,
33,9/8/2012,67,,Produce,90,Bike,
33,9/8/2012,32,,Produce,200,,
6,9/8/2012,32,30,Baked Goods,0,,
6,9/8/2012,32,30,Produce,110,,
1,9/8/2012,86,,Produce,1,,
6,9/8/2012,98,28,Baked Goods,0,Bike,
6,9/8/2012,98,28,Produce,115,Bike,
24,9/8/2012,98,28,Fresh Prepared Food,11,Bike,
25,9/8/2012,102,29,Baked Goods,8,Car,
3,9/8/2012,31,,Produce,30,Bike,
4,9/8/2012,29,22,Produce,0,,
1,9/9/2012,13,8,Produce,200,Bike,
1,9/9/2012,13,8,Baked Goods,10,Bike,
2,9/9/2012,7,5,Produce,80,Bike,
4,9/9/2012,14,,Produce,235,,
6,9/9/2012,4,5,Baked Goods,0,,
6,9/9/2012,4,5,Produce,325,Car,
3,9/9/2012,52,9,Produce,47,Bike,
25,9/10/2012,40,,Baked Goods,28,Foot,
3,9/10/2012,41,14,Produce,24,Bike,
4,9/10/2012,81,11,Produce,45,Bike,
24,9/10/2012,40,,Fresh Prepared Food,0,,
6,9/10/2012,120,61,Produce,25,Bike,
,9/10/2012,40,,Produce,42,Foot,
1,9/10/2012,39,10,Produce,100,Bike,
6,9/10/2012,71,20,Produce,0,,
6,9/10/2012,3,7,Baked Goods,15,Bike,
6,9/10/2012,71,20,Baked Goods,15,Bike,
6,9/10/2012,3,7,Produce,95,Bike,
2,9/10/2012,38,15,Produce,70,Bike,
1,9/10/2012,39,10,Baked Goods,25,Bike,
1,9/11/2012,,18,Produce,0,,
1,9/11/2012,,18,Baked Goods,0,,
3,9/11/2012,89,14,Produce,0,,
6,9/11/2012,46,15,Produce,40,Bike,
2,9/11/2012,86,35,Produce,1,Bike,
6,9/11/2012,46,15,Baked Goods,10,Bike,
6,9/11/2012,2,,Baked Goods,0,,
19,9/11/2012,126,,Frozen Prepared Food,0,,
4,9/11/2012,121,5,Produce,50,Bike,
6,9/11/2012,2,,Produce,0,,
1,9/12/2012,121,7,Produce,0,,
1,9/12/2012,121,7,Baked Goods,30,Bike,
4,9/12/2012,130,37,Produce,105,Car,
2,9/12/2012,124,38,Produce,150,Bike,
25,9/12/2012,53,39,Baked Goods,14,Bike,
24,9/12/2012,53,39,Fresh Prepared Food,8,Bike,
,9/12/2012,53,39,Produce,16,Bike,
6,9/12/2012,55,,Baked Goods,0,,
6,9/12/2012,55,,Produce,45,,
33,9/12/2012,,58,Produce,30,Bike,
6,9/12/2012,54,10,Produce,0,,
3,9/12/2012,52,14,Produce,41,Bike,
6,9/12/2012,54,10,Baked Goods,0,,
6,9/13/2012,65,7,Baked Goods,0,,
3,9/13/2012,59,42,Produce,15,Bike,
6,9/13/2012,65,7,Produce,100,Bike,
1,9/13/2012,58,41,Produce,150,Bike,
1,9/13/2012,58,41,Baked Goods,25,Bike,
27,9/13/2012,24,18,Baked Goods,0,,
6,9/13/2012,25,,Produce,45,Bike,
4,9/13/2012,32,10,Produce,85,,
2,9/13/2012,57,38,Produce,40,,
36,9/13/2012,127,10,Produce,70,Bike,
43,9/13/2012,48,44,Frozen Prepared Food,0,,
6,9/14/2012,116,10,Produce,105,Bike,
4,9/14/2012,19,20,Produce,0,Bike,
24,9/14/2012,129,22,Fresh Prepared Food,3,Bike,
25,9/14/2012,129,22,Baked Goods,10,Bike,
27,9/14/2012,67,26,Baked Goods,65,Bike,
6,9/14/2012,116,10,Baked Goods,20,Bike,
3,9/14/2012,31,14,Produce,52,Bike,
19,9/14/2012,20,28,Frozen Prepared Food,0,,
1,9/14/2012,19,20,Produce,200,Bike,
6,9/14/2012,81,,Produce,10,Bike,
1,9/14/2012,25,,Baked Goods,12,Bike,
2,9/14/2012,124,8,Produce,15,,
25,9/15/2012,102,29,Baked Goods:,0.0:,Car,
1,9/15/2012,81,26,Baked Goods,20,Bike,
6,9/15/2012,32,30,Baked Goods,30,Bike,
55,9/15/2012,81,15,Produce,100,,
4,9/15/2012,29,22,Produce,210,Bike,
1,9/15/2012,81,26,Produce,180,Bike,
2,9/15/2012,2,29,Produce,195,Bike,
33,9/15/2012,67,,Produce,120,Bike,
6,9/15/2012,32,30,Produce,60,Bike,
33,9/15/2012,32,,Produce,85,Bike,
1,9/15/2012,86,,Produce,0,,
24,9/15/2012,98,28,Fresh Prepared Food,0,,
6,9/15/2012,98,28,Baked Goods,10,,
3,9/15/2012,31,,Produce,34,Bike,
6,9/15/2012,31,26,Produce,135,Bike,
6,9/15/2012,98,28,Produce,45,Bike,
2,9/16/2012,7,5,Produce,50,Bike,
25,9/16/2012,30,11,Baked Goods,10,Bike,
4,9/16/2012,81,,Produce,100,Bike,
3,9/16/2012,52,9,Produce,23,Bike,
1,9/16/2012,13,8,Produce,60,Bike,
1,9/16/2012,13,8,Baked Goods,10,Bike,
6,9/16/2012,4,5,Produce,350,Car,
6,9/16/2012,4,5,Baked Goods,40,Car,
1,9/16/2012,14,50,Baked Goods,0,,
,9/17/2012,40,,Produce,17,,
6,9/17/2012,3,7,Produce,20,Bike,
2,9/17/2012,38,15,Produce,45,,
4,9/17/2012,81,11,Produce,0,,
6,9/17/2012,3,7,Baked Goods,5,Bike,
6,9/17/2012,62,20,Produce,0,,
25,9/17/2012,40,,Baked Goods,25,,
24,9/17/2012,40,,Fresh Prepared Food,11,,
6,9/17/2012,62,20,Baked Goods,0,,
3,9/17/2012,41,14,Produce,36.4,Bike,
6,9/17/2012,120,61,Produce,75,Bike,
1,9/18/2012,42,18,Baked Goods,20,Bike,
6,9/18/2012,46,15,Baked Goods,5,Bike,
4,9/18/2012,121,5,Produce,150,Bike,
6,9/18/2012,2,,Baked Goods,0,,
6,9/18/2012,46,15,Produce,15,Bike,
3,9/18/2012,89,14,Produce,0,,
6,9/18/2012,2,,Produce,105,Bike,
19,9/18/2012,126,,Frozen Prepared Food,0,,
1,9/18/2012,42,18,Produce,120,Bike,
2,9/18/2012,86,35,Produce,3,Bike,
25,9/19/2012,53,39,Baked Goods,5,Bike,
33,9/19/2012,,58,Produce,55,Bike,
,9/19/2012,53,39,Produce,6,Bike,
6,9/19/2012,65,10,Baked Goods,0,,
24,9/19/2012,53,39,Fresh Prepared Food,4,Bike,
3,9/19/2012,52,14,Produce,9,Bike,
6,9/19/2012,55,,Baked Goods,0,,
6,9/19/2012,55,,Produce,55,,
1,9/19/2012,39,7,Baked Goods,0,,
6,9/19/2012,65,10,Produce,30,Bike,
2,9/19/2012,124,38,Produce,275,Bike,
4,9/19/2012,130,37,Produce,12,Car,
1,9/19/2012,39,7,Produce,400,Bike,
1,9/20/2012,68,41,Baked Goods,21,,
6,9/20/2012,25,,Produce,0,,
6,9/20/2012,65,7,Baked Goods,0,,
4,9/20/2012,32,10,Produce,30,Bike,
3,9/20/2012,65,42,Produce,80,,
6,9/20/2012,65,7,Produce,0,,
27,9/20/2012,24,18,Baked Goods,30,Bike,
1,9/20/2012,68,41,Produce,210,,
43,9/20/2012,48,44,Frozen Prepared Food,25,,
36,9/20/2012,127,10,Produce,50,Bike,
2,9/20/2012,57,38,Produce,140,Bike,
1,9/21/2012,25,,Baked Goods,20,Bike,
6,9/21/2012,116,10,Produce,210,Bike,
4,9/21/2012,19,20,Produce,20,Bike,
6,9/21/2012,116,10,Baked Goods,0,,
24,9/21/2012,129,22,Fresh Prepared Food,8,Bike,
25,9/21/2012,129,22,Baked Goods,5,Bike,
27,9/21/2012,27,26,Baked Goods,50,Bike,
6,9/21/2012,99,,Produce,40,Bike,
19,9/21/2012,20,28,Frozen Prepared Food,0,,
2,9/21/2012,98,8,Produce,40,Bike,
3,9/21/2012,31,14,Produce,0,Bike,
1,9/21/2012,19,20,Produce,245,Bike,
6,9/22/2012,139,28,Produce,0,Bike,
55,9/22/2012,31,15,Produce,150,Bike,
33,9/22/2012,32,,Produce,45,,
6,9/22/2012,32,30,Produce,120,,
24,9/22/2012,139,28,Fresh Prepared Food,2,Bike,
1,9/22/2012,86,,Produce,0,,
6,9/22/2012,31,26,Produce,170,Bike,
3,9/22/2012,31,,Produce,35,Bike,
1,9/22/2012,28,26,Produce,90,Bike,
2,9/22/2012,2,29,Produce,85,Bike,
6,9/22/2012,32,30,Baked Goods,0,Bike,
4,9/22/2012,29,22,Produce,270,Car,
25,9/22/2012,102,29,Baked Goods,5,Bike,
33,9/22/2012,67,,Produce,50,Bike,
1,9/22/2012,28,26,Baked Goods,25,Bike,
6,9/22/2012,139,28,Produce,65,Bike,
1,9/23/2012,13,8,Baked Goods,18,Bike,
4,9/23/2012,14,,Produce,80,Bike,
6,9/23/2012,4,5,Produce,480,Car,
25,9/23/2012,134,11,Baked Goods,2,Bike,
3,9/23/2012,52,9,Produce,0,,
1,9/23/2012,13,8,Produce,390,Bike,
2,9/23/2012,7,5,Produce,90,Bike,
6,9/23/2012,4,5,Baked Goods,65,Car,
3,9/24/2012,41,14,Produce,26.4,Bike,
1,9/24/2012,121,7,Baked Goods,30,Bike,
24,9/24/2012,40,,Fresh Prepared Food,0,,
2,9/24/2012,38,15,Produce,35,Bike,
6,9/24/2012,3,7,Produce,100,Bike,
4,9/24/2012,81,11,Produce,25,Bike,
6,9/24/2012,71,20,Produce,0,,
,9/24/2012,40,,Produce,13,Foot,
25,9/24/2012,40,,Baked Goods,12,,
6,9/24/2012,3,7,Baked Goods,0,Bike,
6,9/24/2012,71,20,Baked Goods,0,,
1,9/24/2012,121,7,Produce,250,Bike,
6,9/24/2012,120,61,Produce,0,,
6,9/25/2012,46,15,Produce,5,Bike,
1,9/25/2012,42,18,Baked Goods,10,Bike,
3,9/25/2012,89,14,Produce,0,Bike,
6,9/25/2012,2,,Baked Goods,0,,
6,9/25/2012,46,15,Baked Goods,20,Bike,
1,9/25/2012,42,18,Produce,250,Bike,
6,9/25/2012,2,,Produce,0,,
4,9/25/2012,39,5,Produce,75,Bike,
19,9/25/2012,126,,Frozen Prepared Food,0,,
2,9/25/2012,86,35,Produce,1,Bike,
,9/26/2012,53,39,Produce,6,Bike,
33,9/26/2012,,58,Produce,30,Bike,
24,9/26/2012,53,39,Fresh Prepared Food,4,Bike,
3,9/26/2012,52,14,Produce,35,Bike,
6,9/26/2012,136,10,Baked Goods,0,Bike,
6,9/26/2012,136,10,Produce,0,Bike,
4,9/26/2012,130,37,Produce,24,Car,
1,9/26/2012,39,7,Produce,120,Bike,
6,9/26/2012,55,,Baked Goods,0,,
25,9/26/2012,53,39,Baked Goods,6,Bike,
1,9/26/2012,39,7,Baked Goods,15,,
2,9/26/2012,124,38,Produce,100,Car,
6,9/26/2012,55,,Produce,0,,
1,9/27/2012,58,41,Baked Goods,20,Bike,
36,9/27/2012,81,10,Produce,50,Bike,
1,9/27/2012,58,41,Produce,175,Bike,
3,9/27/2012,59,42,Produce,0,Bike,
6,9/27/2012,139,7,Baked Goods,25,Bike,
6,9/27/2012,139,7,Baked Goods,0,Bike,
2,9/27/2012,57,38,Produce,25,Bike,
6,9/27/2012,25,,Produce,5,Bike,
43,9/27/2012,48,44,Frozen Prepared Food,50,Bike,
4,9/27/2012,32,10,Produce,30,Bike,
27,9/27/2012,,18,Baked Goods,30,,
19,9/28/2012,20,28,Frozen Prepared Food,0,,
4,9/28/2012,19,20,Produce,145,Bike,
1,9/28/2012,25,,Baked Goods,25,Bike,
25,9/28/2012,129,22,Baked Goods,8,Bike,
6,9/28/2012,116,10,Produce,170,Bike,
6,9/28/2012,116,10,Baked Goods,0,,
27,9/28/2012,27,26,Baked Goods,25,Bike,
3,9/28/2012,31,14,Produce,43,Bike,
2,9/28/2012,21,8,Produce,50,Bike,
24,9/28/2012,129,22,Fresh Prepared Food,8,Bike,
1,9/28/2012,19,20,Produce,135,Bike,
6,9/29/2012,81,26,Produce,200,Bike,
4,9/29/2012,29,22,Produce,205,Bike,
6,9/29/2012,98,28,Baked Goods,15,Bike,
24,9/29/2012,98,28,Fresh Prepared Food,0,Bike,
6,9/29/2012,98,28,Produce,101,Bike,
2,9/29/2012,2,29,Produce,90,Bike,
55,9/29/2012,81,15,Produce,98,Bike,
33,9/29/2012,32,30,Produce,60,Bike,
6,9/29/2012,32,,Produce,0,,
6,9/29/2012,32,,Baked Goods,0,,
33,9/29/2012,67,,Produce,120,Bike,
25,9/29/2012,102,29,Baked Goods,4,Bike,
1,9/29/2012,30,26,Produce,150,Bike,
1,9/29/2012,30,26,Baked Goods,160,Bike,
1,9/29/2012,141,,Produce,0,,
3,9/29/2012,31,,Produce,0,,
3,9/30/2012,52,9,Produce,25,Bike,
2,9/30/2012,7,5,Produce,45,Bike,
4,9/30/2012,14,,Produce,15,Bike,
1,9/30/2012,13,8,Produce,330,Bike,
1,9/30/2012,13,8,Baked Goods,15,Bike,
6,9/30/2012,4,5,Produce,205,Car,
6,9/30/2012,4,5,Baked Goods,40,Car,
25,9/30/2012,134,11,Baked Goods,0,,
25,10/1/2012,40,,Baked Goods,9,Foot,
4,10/1/2012,81,11,Produce,20,Bike,
,10/1/2012,40,,Produce,25,,
6,10/1/2012,71,20,Baked Goods,0,,
6,10/1/2012,120,61,Produce,0,,
6,10/1/2012,3,7,Baked Goods,0,,
1,10/1/2012,39,7,Baked Goods,15,Bike,
24,10/1/2012,40,,Fresh Prepared Food,7,,
6,10/1/2012,71,20,Produce,0,,
6,10/1/2012,3,7,Produce,85,Bike,
2,10/1/2012,38,15,Produce,170,Bike,
3,10/1/2012,41,14,Produce,35.4,Bike,
1,10/1/2012,39,7,Produce,200,,
6,10/2/2012,2,,Produce,85,Bike,
6,10/2/2012,2,,Baked Goods,0,,
6,10/2/2012,46,15,Baked Goods,0,,
2,10/2/2012,142,35,Produce,37,Bike,
3,10/2/2012,89,14,Produce,23.2,Bike,
4,10/2/2012,121,5,Produce,0,,
19,10/2/2012,126,,Frozen Prepared Food,0,,
6,10/2/2012,46,15,Produce,10,Bike,
1,10/2/2012,42,18,Baked Goods,15,Bike,
1,10/2/2012,42,18,Produce,180,Bike,
1,10/3/2012,65,7,Baked Goods,30,Bike,
6,10/3/2012,136,10,Produce,52,Bike,
6,10/3/2012,136,10,Baked Goods,3,Bike,
4,10/3/2012,130,37,Produce,105,Bike,
6,10/3/2012,55,,Produce,0,,
3,10/3/2012,52,14,Produce,28,Bike,
1,10/3/2012,65,7,Produce,80,Bike,
2,10/3/2012,124,38,Produce,85,Bike,
6,10/3/2012,55,,Baked Goods,0,,
33,10/3/2012,,58,Produce,35,Bike,
,10/3/2012,53,39,Produce,16,Bike,
25,10/3/2012,53,39,Baked Goods,8,Bike,
24,10/3/2012,53,39,Fresh Prepared Food,6,Bike,
1,10/4/2012,58,41,Produce,200,Bike,
2,10/4/2012,57,38,Produce,35,Bike,
6,10/4/2012,25,,Produce,0,,
6,10/4/2012,139,7,Baked Goods,0,,
3,10/4/2012,136,42,Produce,12,Bike,
1,10/4/2012,58,41,Baked Goods,30,Bike,
43,10/4/2012,48,44,Frozen Prepared Food,5,,
4,10/4/2012,32,10,Produce,0,,
27,10/4/2012,62,18,Baked Goods,14,Bike,
6,10/4/2012,139,7,Produce,100,Car,
36,10/4/2012,127,10,Produce,70,Bike,
24,10/5/2012,129,22,Fresh Prepared Food,8,Bike,
3,10/5/2012,31,14,Produce,42,Bike,
1,10/5/2012,19,20,Produce,20,Bike,
6,10/5/2012,141,10,Produce,30,Bike,
19,10/5/2012,20,28,Frozen Prepared Food,0,,
1,10/5/2012,25,,Baked Goods,18,Bike,
6,10/5/2012,81,,Produce,0,,
4,10/5/2012,19,20,Produce,70,Bike,
2,10/5/2012,21,8,Produce,50,Bike,
6,10/5/2012,141,10,Produce,20,Bike,
25,10/5/2012,129,22,Baked Goods,3,Bike,
27,10/5/2012,65,26,Baked Goods,5,Bike,
1,10/6/2012,68,26,Baked Goods,21,Bike,
2,10/6/2012,2,29,Produce,105,Bike,
4,10/6/2012,29,22,Produce,70,Bike,
3,10/6/2012,31,,Produce,0,,
24,10/6/2012,2,28,Fresh Prepared Food,0,Bike,
6,10/6/2012,31,26,Produce,130,Bike,
6,10/6/2012,32,,Baked Goods,0,,
33,10/6/2012,32,30,Produce,0,,
25,10/6/2012,102,29,Baked Goods,7,Bike,
6,10/6/2012,32,,Produce,50,Car,
55,10/6/2012,65,15,Produce,20,Bike,
33,10/6/2012,67,,Produce,60,Bike,
1,10/6/2012,68,26,Produce,170,Bike,
1,10/6/2012,141,,Produce,30,Bike,
6,10/6/2012,2,28,Baked Goods,0,,
6,10/6/2012,2,28,Produce,90,Bike,
1,10/7/2012,81,8,Produce,240,Bike,
1,10/7/2012,81,8,Baked Goods,10,Bike,
6,10/7/2012,4,5,Produce,260,Car,
6,10/7/2012,4,5,Baked Goods,40,Car,
3,10/7/2012,52,9,Produce,13,Bike,
2,10/7/2012,7,5,Produce,2,Bike,
4,10/7/2012,14,,Produce,55,Bike,
25,10/7/2012,134,11,Baked Goods,0,,
,10/8/2012,40,,Produce,15,,
25,10/8/2012,40,,Baked Goods,6,Foot,
4,10/8/2012,81,11,Produce,40,Bike,
6,10/8/2012,3,7,Produce,40,Bike,
24,10/8/2012,40,,Fresh Prepared Food,0,,
6,10/8/2012,71,20,,10,Bike,
6,10/8/2012,3,7,Baked Goods,10,Bike,
2,10/8/2012,38,15,Produce,0,,
1,10/8/2012,68,7,Baked Goods,40,Bike,
6,10/8/2012,120,61,Produce,0,,
3,10/8/2012,41,14,Produce,0,,
6,10/8/2012,71,20,Produce,70,Bike,
1,10/8/2012,68,7,Produce,125,Bike,
6,10/9/2012,98,,Baked Goods,0,,
6,10/9/2012,98,,Produce,0,,
3,10/9/2012,89,14,Produce,0,,
4,10/9/2012,121,5,Produce,75,Bike,
6,10/9/2012,46,15,Baked Goods,0,,
62,10/9/2012,19,26,Baked Goods,80,Bike,
2,10/9/2012,142,35,Produce,98,Bike,
6,10/9/2012,46,15,Produce,50,Bike,
1,10/9/2012,42,18,Produce,200,Bike,
19,10/9/2012,126,,Frozen Prepared Food,0,,
1,10/9/2012,42,18,Baked Goods,30,Bike,
24,10/10/2012,53,39,Fresh Prepared Food,4,Bike,
24,10/10/2012,53,39,Produce,4,Bike,
6,10/10/2012,136,10,Baked Goods,48,Bike,
6,10/10/2012,14,,Produce,65,Bike,
6,10/10/2012,14,,Baked Goods,0,Bike,
3,10/10/2012,52,14,Produce,33,Bike,
33,10/10/2012,28,58,Produce,0,,
6,10/10/2012,136,10,Produce,75,Bike,
4,10/10/2012,130,37,Produce,195,Car,
1,10/10/2012,124,7,Baked Goods,15,Bike,
25,10/10/2012,53,39,Baked Goods,1,Bike,
1,10/10/2012,124,7,Produce,35,Bike,
2,10/10/2012,124,38,Produce,30,Bike,
27,10/11/2012,,18,Baked Goods,0,,
6,10/11/2012,139,7,Produce,30,Bike,
6,10/11/2012,139,7,Baked Goods,45,Bike,
36,10/11/2012,65,10,Produce,25,Bike,
1,10/11/2012,58,41,Baked Goods,25,Bike,
4,10/11/2012,32,10,Produce,0,,
1,10/11/2012,58,41,Produce,170,Bike,
